tipo_de_procedimiento,estado,codigo_sigaf,publicacion,cierre,ultima_actualizacion,alcaldia,detalles_procedimiento
COMPRA POR COTIZACION MENOR,Adjudicado,,04/09/2020,09/09/2020 10:30:00 AM,05/11/2020 05:02:43 PM,Tipitapa (Alcaldía Tipitapa) - Unidad de Adquisición TIPITAPA,"Ferretería (31160000), Distribución de fluidos y gas (40140000), Materia prima en placas o barras labradas (31230000), Instalaciones de tubos y entubamientos (40170000), Adhesivos y selladores (31200000)
ADQUISICIÓN DE MATERIAL DE TUBERÍAS Y ACCESORIOS PARA EL PROYECTO CONSTRUCCIÓN DEL SISTEMA DE AGUA POTABLE EN EL PROYECTO DE LOTIFICACION BISMARCK MARTINEZ"
COMPRA POR COTIZACION MAYOR,Adjudicado,,03/08/2020,13/08/2020 10:00:00 AM,08/09/2020 04:43:40 PM,Tipitapa (Alcaldía Tipitapa) - Unidad de Adquisición TIPITAPA,"Distribución de fluidos y gas (40140000), Fuentes de energía (26100000), Equipos, suministros y componentes eléctricos (39120000), Pinturas y bases y acabados (31210000), Alambres, cables y arneses (26120000), Bombas y compresores industriales (40150000), Ferretería (31160000), Herramientas de mano (27110000), Materia prima en placas o barras labradas (31230000), Recipientes y almacenamiento (24110000), Adhesivos y selladores (31200000)
COMPRA DE EQUIPOS DE BOMBEO Y ACCESORIOS DE AGUA POTABLE PROYECTO SEGUNDA ETAPA DE LA CONSTRUCCIÓN DEL SISTEMA DE AGUA POTABLE EN EL PROYECTO DE LOTIFICACION BISMARCK MARTINEZ."
COMPRA POR COTIZACION MENOR,Ejecución,,08/04/2020,15/04/2020 09:00:00 AM,16/04/2020 08:00:04 PM,Tipitapa (Alcaldía Tipitapa) - Unidad de Adquisición TIPITAPA,"Lubricantes, aceites, grasas y anticorrosivos (15120000), Combustibles (15100000)
ADQUISICIÓN DE COMBUSTIBLE Y LUBRICANTES PROYECTO SEGUNDA ETAPA DE URBANIZACIÓN BISMARCK MARTINEZ."
CONTRATACION SIMPLIFICADA,Adjudicado,,03/03/2020,04/03/2020 02:00:00 PM,26/03/2020 11:53:40 AM,Tipitapa (Alcaldía Tipitapa) - Unidad de Adquisición TIPITAPA,"Servicios inmobiliarios (80130000)
COMPRA DE TERRENO PARA LA SEGUNDA FASE DEL PROGRAMA BISMARCK MARTINEZ LOTES PARA UNA VIVIENDA DIGNA Y SEGURA."
COMPRA POR COTIZACION MENOR,Ejecución,,17/02/2020,20/02/2020 10:00:00 AM,27/02/2020 11:35:25 AM,Tipitapa (Alcaldía Tipitapa) - Unidad de Adquisición TIPITAPA,"Lubricantes, aceites, grasas y anticorrosivos (15120000), Combustibles (15100000)
ADQUISICION DE COMBUSTIBLE DIESEL Y LUBRICANTES PARA EL PROYECTO SEGUNDA ETAPA DE URBANIZACION BISMARCK MARTINEZ."
COMPRA POR COTIZACION MENOR,Adjudicado,,16/12/2020,16/12/2020 02:00:00 PM,07/01/2021 10:01:59 AM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Etiquetado y accesorios (55120000)
Compra de 7 banners roller up,con impresion de lona banner medidas 2 mts alto por 0.85 mts de ancho,para lanzamiento del pograma de Bismarck Martinez"
COMPRA POR COTIZACION MENOR,Adjudicado,,30/10/2020,03/11/2020 10:00:00 AM,30/11/2020 02:59:43 PM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Herramientas de mano (27110000)
Compra de materiales el cual sern utilizados en la instalacion del servicio de agua potable para la lotificacion Bismarck Martinez II etapa finca las uvas."
COMPRA POR COTIZACION MENOR,Ejecución,,28/07/2020,28/07/2020 01:00:00 PM,28/09/2020 04:35:30 PM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Equipo, accesorios y suministros de arte y manualidades (60120000)
Elaboracion de volantes de los requisistos del proyecto Cro.Bismarck Martinez para el area de urbanismo y catastro."
COMPRA POR COTIZACION MENOR,Adjudicado,,19/02/2020,20/02/2020 08:00:00 AM,13/03/2020 12:01:39 PM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Servicios de reproducción (82120000)
COMPRA DE MATERIALES EL CUAL SERAN UTILIZADAS EN EL AREA DE CATASTRO Y EL PROGRAMA BISMARCK MARTINEZ"
COMPRA POR COTIZACION MENOR,Adjudicado,,05/08/2020,11/08/2020 11:00:00 AM,21/08/2020 10:48:41 AM,Ticuantepe (Alcaldía Ticuantepe) - Unidad de Adquisición TICUANTEPE,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PERFILADO DE CALLES EN LOTIFICACION DEL PROGRAMA BISMARCK MARTÍNEZ"
CONTRATACION SIMPLIFICADA,Adjudicado,,06/03/2020,10/03/2020 10:00:00 AM,22/04/2020 09:55:17 AM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
Construcción de pozos de visitas para red colectora principal de alcantarillado santiario para el PROYECTO PROGRAMA BISMARCK MARTÍNEZ - LOTIFICACION HEROES DE LA PAZ"
CONTRATACION SIMPLIFICADA,Adjudicado,,07/02/2020,11/02/2020 10:00:00 AM,27/02/2020 03:53:28 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Materia prima en placas o barras labradas (31230000), Instalaciones de tubos y entubamientos (40170000), Adhesivos y selladores (31200000)
compra de materiales para el proyecto PROGRAMA BISMARCK MARTÍNEZ - LOTIFICACION HEROES DE LA PAZ"
CONTRATACION SIMPLIFICADA,Ejecución,,11/08/2020,12/08/2020 10:00:00 AM,21/08/2020 09:51:03 AM,Estelí (Alcaldía Estelí) - Unidad de Adquisición ESTELI,"Tierra y piedra (11110000)
COMPRA Y TRASLADO DE MATERIAL SELECTO PARA SER UTILIZADO EN EL PROYECTO DE INTERES SOCIAL BISMARCK MARTINEZ"
COMPRA POR COTIZACION MENOR,Ejecución,,20/04/2020,24/04/2020 10:00:00 AM,29/04/2020 05:53:22 PM,Ocotal (Alcaldía Ocotal) - Unidad de Adquisición OCOTAL,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000), Servicios de pedología (81150000)
MOVIMIENTO DE TIERRA PARA EL PROYECTO LOTIFICACIÓN BISMARCK MARTINEZ."
CONTRATACION SIMPLIFICADA,Ejecución,,31/03/2020,06/04/2020 10:00:00 AM,16/04/2020 11:10:12 AM,Ocotal (Alcaldía Ocotal) - Unidad de Adquisición OCOTAL,"Servicios inmobiliarios (80130000)
COMPRA DE TERRENO PARA LOTIFICACION BISMARCK MARTINEZ"
CONCURSO,Ejecución,,09/11/2021,17/11/2021 02:00:00 PM,16/02/2022 01:37:49 PM,Managua (Alcaldía Managua) - Unidad de Adquisición MANAGUA,"Servicios de recursos humanos (80110000)
CONSULTORIA PARA ESTUDIO Y ANALISIS DE BANCO DE PRÉSTAMO DE MATERIALES Y DISEÑO DE MEZCLA PARA TERRAZAS PROGRAMA Y VIVIENDA SOCIAL BISMARCK MARTINEZ"
LICITACION PUBLICA,Ejecución,,05/10/2021,04/11/2021 08:30:00 AM,13/12/2021 10:54:23 AM,Managua (Alcaldía Managua) - Unidad de Adquisición MANAGUA,"Estructuras y edificios permanentes (95120000)
PROGRAMA BISMARCK MARTINEZ, VIVIENDA SOCIAL URBANIZACION VILLA SANTIAGO"
LICITACION PUBLICA,Ejecución,,20/07/2021,19/08/2021 09:00:00 AM,15/10/2021 04:30:59 PM,Managua (Alcaldía Managua) - Unidad de Adquisición MANAGUA,"Servicios de construcción de edificaciones residenciales (72110000)
CONSTRUCCIÓN DE TERRAZAS, CALLES Y AVENIDAS EN PROGRAMA BISMARCK MARTÍNEZ VIVIENDA SOCIAL URBANIZACIÓN VILLA ESPERANZA."
COMPRA POR COTIZACION MAYOR,Ejecución,,13/07/2021,16/07/2021 02:45:00 PM,22/09/2021 02:10:46 PM,Managua (Alcaldía Managua) - Unidad de Adquisición MANAGUA,"Servicios de construcción pesada (72140000)
SERVICIO DE TRANSPORTE PARA TRASLADO DE AGUA PARA EL PROYECTO BISMARCK MARTINEZ"
LICITACION PUBLICA,Ejecución,,08/04/2021,17/05/2021 01:45:00 PM,24/09/2021 09:22:00 AM,Managua (Alcaldía Managua) - Unidad de Adquisición MANAGUA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
SERVICIO DE MANO DE OBRA PARA LA INSTALACIÓN DE EQUIPOS ELECTROMECÁNICOS EN PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES (TIPO FAST), PARA EL PROGRAMA BISMARCK MARTINEZ, VIVIENDA SOCIAL, URBANIZACIÓN VILLA JERUSALÉN."
LICITACION PUBLICA,Ejecución,,08/04/2021,10/05/2021 10:30:00 AM,05/10/2021 11:24:25 AM,Managua (Alcaldía Managua) - Unidad de Adquisición MANAGUA,"Estructuras y edificios permanentes (95120000)
CONSTRUCCIÓN DE 2,400 VIVIENDAS SOCIALES PROYECTO BISMARCK MARTINEZ"
CONTRATACION SIMPLIFICADA,Ejecución,,22/11/2021,23/11/2021 10:00:00 AM,02/12/2021 09:56:08 AM,Ciudad Sandino (Alcaldía Ciudad Sandino) - Unidad de Adquisiciones Alcaldia Ciudad Sandino,"Materia prima en placas o barras labradas (31230000), Fuentes de energía (26100000), Productos no comestibles de planta y silvicultura (11120000), Equipo de laboratorio y científico (41100000), Instalaciones de tubos y entubamientos (40170000), Ferretería (31160000), Instrumentos de medida, observación y ensayo (41110000), Hormonas y antagonistas hormonales (51180000), Componentes estructurales y formas básicas (30100000), Maquinaria y equipo hidráulico (27120000), Distribución de fluidos y gas (40140000), Componentes y sistemas de transporte (25170000), Bombas y compresores industriales (40150000), Alambres, cables y arneses (26120000), Equipos, suministros y componentes eléctricos (39120000), Recipientes y almacenamiento (24110000)
Compra de materiales para construcción de Pozo y Tanque en el Programa Bismarck Martinez, Barrio Silvio Mayorga y Luis Guzmán I Fase."
COMPRA POR COTIZACION MENOR,Ejecución,,22/07/2021,26/07/2021 10:00:00 AM,05/08/2021 03:51:01 PM,Ciudad Sandino (Alcaldía Ciudad Sandino) - Unidad de Adquisiciones Alcaldia Ciudad Sandino,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
Mantenimiento en Infraestructura del programa Bismarck Martínez."
COMPRA POR COTIZACION MAYOR,Adjudicado,,31/12/2021,07/01/2022 02:00:00 PM,01/02/2022 05:29:26 PM,Tipitapa (Alcaldía Tipitapa) - Unidad de Adquisición TIPITAPA,"Recipientes y almacenamiento (24110000), Instalaciones de tubos y entubamientos (40170000), Fuentes de energía (26100000), Distribución de fluidos y gas (40140000)
ADQUISICION DE TUBERIAS, VALVULAS Y ACCESORIOS DE AGUA POTABLE PROYECTO “SEGUNDA ETAPA DE LA CONSTRUCCION DEL SISTEMA DE AGUA POTABLE EN EL PROYECTO DE LOTIFICACION BISMARCK MARTINEZ”."
COMPRA POR COTIZACION MENOR,Ejecución,,27/07/2021,30/07/2021 10:00:00 AM,04/08/2021 10:21:04 AM,Tipitapa (Alcaldía Tipitapa) - Unidad de Adquisición TIPITAPA,"Lubricantes, aceites, grasas y anticorrosivos (15120000), Combustibles (15100000)
ADQUISICION DE COMBUSTIBLE DIESEL Y LUBRICANTES PARA EL PROYECTO SEGUNDA ETAPA DE URBANIZACION BISMARCK MARTINEZ."
COMPRA POR COTIZACION MENOR,Adjudicado,,13/05/2021,17/05/2021 11:00:00 AM,26/05/2021 02:18:03 PM,Tipitapa (Alcaldía Tipitapa) - Unidad de Adquisición TIPITAPA,"Etiquetado y accesorios (55120000), Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
FABRICACION E INSTALACION DE ROTULO EMBLEMATICO/ PROYECTO CONSTRUCCION DE ROTULO EMBLEMATICO DEL PROGRAMA HABITACIONAL CRO.BISMARCK MARTINEZ."
COMPRA POR COTIZACION MENOR,Ejecución,,14/04/2021,19/04/2021 10:00:00 AM,27/04/2021 03:08:05 PM,Tipitapa (Alcaldía Tipitapa) - Unidad de Adquisición TIPITAPA,"Lubricantes, aceites, grasas y anticorrosivos (15120000), Combustibles (15100000)
ADQUISICION DE COMBUSTIBLE Y LUBRICANTE PROYECTO SEGUNDA ETAPA DE URBANIZACION BISMARCK MARTINEZ."
COMPRA POR COTIZACION MENOR,Ejecución,,21/05/2021,24/05/2021 09:00:00 AM,09/12/2021 03:40:49 PM,Mateare (Alcaldía Mateare) - Unidad de Adquisición MATEARE,"Productos de papel (14110000)
Compra de 500 fichas de requisitos del programa Bismarck Martinez"
COMPRA POR COTIZACION MENOR,Ejecución,,13/04/2021,15/04/2021 10:00:00 AM,28/04/2021 06:22:47 PM,Granada (Alcaldía Granada) - Unidad de Adquisición GRANADA,"Ferretería (31160000), Hormigón, cemento y yeso (30110000), Tierra y piedra (11110000), Productos no comestibles de planta y silvicultura (11120000)
COMPRA DE MATERIALES VARIOS PARA PUENTE DEL PROYECTO DE LOTIFICACION BISMARCK MARTINEZ"
COMPRA POR COTIZACION MENOR,Ejecución,,22/03/2021,25/03/2021 10:00:00 AM,24/04/2021 09:52:01 AM,Granada (Alcaldía Granada) - Unidad de Adquisición GRANADA,"Instalaciones de tubos y entubamientos (40170000)
COMPRA DE TUBERIA PVC PARA INSTALACION DEL SERVICIO DE AGUA POTABLE PARA LOS TERRENOS DEL BISMARCK MARTINEZ"
COMPRA POR COTIZACION MENOR,Ejecución,,07/06/2021,09/06/2021 09:00:00 AM,23/07/2021 11:41:22 AM,San Marcos (Alcaldía San Marcos) - Unidad de Adquisición SAN MARCOS,"Instalaciones de tubos y entubamientos (40170000)
Compra de materiales para instalación de la red de agua potable en el programa Bismarck Martínez."
COMPRA POR COTIZACION MENOR,Adjudicado,,05/07/2021,09/07/2021 10:00:00 AM,27/09/2021 04:23:04 PM,Matagalpa (Alcaldía Matagalpa) - Unidad de Adquisición MATAGALPA,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
PROYECTO LIMPIEZA DE POZO Y PRUEBA DE BOMBEO LOTIFICACION HEROES DE LA PAZ - PROGRAMA BISMARCK MARTINEZ"
COMPRA POR COTIZACION MENOR,Adjudicado,,24/06/2021,29/06/2021 09:00:00 AM,07/07/2021 03:30:07 PM,Chinandega (Alcaldía Chinandega) - Unidad de Adquisiciones Chinandega,"Transporte de personas, correo y carga (78100000)
Construcción de vivienda digna programa Bismarck Martínez (Transporte de material block- on)"
COMPRA POR COTIZACION MAYOR,Ejecución,,03/06/2021,10/06/2021 10:00:00 AM,23/06/2021 04:53:05 PM,Chinandega (Alcaldía Chinandega) - Unidad de Adquisiciones Chinandega,"Componentes estructurales y formas básicas (30100000), Productos de construcción estructurales (30130000)
CONSTRUCCION DE VIVIENDA DIGNA PROGRAMA BISMARCK MARTINEZ (COMPRA DE MATERIALES BLOCK-ON"
COMPRA POR COTIZACION MENOR,Ejecución,,03/06/2021,08/06/2021 09:00:00 AM,15/06/2021 01:43:39 PM,Chinandega (Alcaldía Chinandega) - Unidad de Adquisiciones Chinandega,"Maquinaria y accesorios y suministros para soldadura de todas las clases (23270000), Equipo y maquinaria de procesamiento de madera y aserrado (23230000), Adhesivos y selladores (31200000), Seguridad y protección personal (46180000), Maquinaria, equipo y suministros de procesos industriales (23150000), Herramientas de mano (27110000), Maquinaria y equipo para manejo de materiales (24100000), Maquinaria, equipo y suministros para talleres (23170000), Maquinaria para el procesamiento de materias primas (23100000), Suministros de aseo y limpieza (47130000)
CONSTRUCCION DE VIVIENDA DIGNA PROGRAMA BISMARCK MARTINEZ (COMPRA DE HERRAMIENTAS)"
COMPRA POR COTIZACION MENOR,Ejecución,,03/06/2021,08/06/2021 09:00:00 AM,15/06/2021 10:58:10 AM,Chinandega (Alcaldía Chinandega) - Unidad de Adquisiciones Chinandega,"Materiales de afilado pulido y alisado (31190000)
CONSTRUCCION DE VIVIENDA DIGNA PROGRAMA BISMARCK MARTINEZ (COMPRA DE PIEDRA TRITURADA)"
COMPRA POR COTIZACION MENOR,Ejecución,,03/06/2021,08/06/2021 09:00:00 AM,28/06/2021 08:22:40 AM,Chinandega (Alcaldía Chinandega) - Unidad de Adquisiciones Chinandega,"Equipos, suministros y componentes eléctricos (39120000), Alambres, cables y arneses (26120000), Adhesivos y selladores (31200000), Lámparas y bombillas y componentes para lámparas (39100000), Herramientas de mano (27110000), Distribución de fluidos y gas (40140000), Recipientes y almacenamiento (24110000), Instalaciones de plomería (30180000), Generación de energía (26130000), Instalaciones de tubos y entubamientos (40170000)
CONSTRUCCION DE VIVIENDA DIGNA PROGRAMA BISMARCK MARTINEZ ( COMRA DE MATERIALES FONTANERO Y ELECTRICOS)"
COMPRA POR COTIZACION MENOR,Ejecución,,03/06/2021,08/06/2021 09:00:00 AM,15/06/2021 11:34:56 AM,Chinandega (Alcaldía Chinandega) - Unidad de Adquisiciones Chinandega,"Productos no comestibles de planta y silvicultura (11120000)
CONSTRUCCION DE VIVIENDA DIGNA PROGRAMA BISMARCK MARTINEZ (COMPRA DE MADERA)"
CONTRATACION SIMPLIFICADA,Adjudicado,,03/03/2021,05/03/2021 02:00:00 PM,12/03/2021 03:36:15 PM,Chinandega (Alcaldía Chinandega) - Unidad de Adquisiciones Chinandega,"Parcelas de tierra (95100000), Servicios inmobiliarios (80130000)
Compra de terreno para el programa Bismarck Martínez III Etapa"
COMPRA POR COTIZACION MAYOR,Ejecución,,19/08/2021,25/08/2021 10:00:00 AM,31/08/2021 04:48:18 PM,Posoltega (Alcaldía Posoltega) - Unidad de Adquisición POSOLTEGA,"Servicios públicos (83100000)
Conexión del Agua Potable en el Rpto. Bismarck Martínes. Unidad Solicitante, Dirección de Planificación y Proyectos/UMAS."
COMPRA POR COTIZACION MENOR,Ejecución,,28/12/2021,29/12/2021 02:00:00 PM,30/12/2021 09:32:14 AM,Santo Tomás (Alcaldía Santo Tomás) - Unidad de Adquisiciones Santo Tomàs,"Tierra y piedra (11110000)
Compra de arena, piedra cantera y piedrin para el Poryecto bismarck Martinez"
COMPRA POR COTIZACION MENOR,Ejecución,,24/11/2021,25/11/2021 02:00:00 PM,30/11/2021 11:49:27 AM,Santo Tomás (Alcaldía Santo Tomás) - Unidad de Adquisiciones Santo Tomàs,"Alambres, cables y arneses (26120000), Cuerda, cadena, cable, alambre y correa (31150000)
Compra de alambres y grapas, para cercar la lotoficacion Bismarck Martinez"
COMPRA POR COTIZACION MENOR,Ejecución,,10/11/2021,15/11/2021 02:00:00 PM,16/11/2021 05:54:35 PM,Santo Tomás (Alcaldía Santo Tomás) - Unidad de Adquisiciones Santo Tomàs,"Servicios de pedología (81150000)
Medida de terreno para la compra de terreno Bismarck Martinez"
CONTRATACION SIMPLIFICADA,Ejecución,,20/10/2021,22/10/2021 11:00:00 AM,23/10/2021 09:50:31 AM,Santo Tomás (Alcaldía Santo Tomás) - Unidad de Adquisiciones Santo Tomàs,"Servicios inmobiliarios (80130000), CONSTRUCCIONES EN PROCESO (95900000)
Compra de 6.572 Manzanas de terreno y mejoras para ser Lotificada y vendido Socialmente conforme al Programa Bismarck Martinez"
COMPRA POR COTIZACION MENOR,Ejecución,,25/06/2021,28/06/2021 09:00:00 AM,28/12/2021 04:40:46 PM,Estelí (Alcaldía Estelí) - Unidad de Adquisición ESTELI,"Maquinaria, equipo y suministros para talleres (23170000), Maquinaria y equipos lapidarios (23130000), Componentes estructurales y formas básicas (30100000), Maquinaria, equipo y suministros de procesos industriales (23150000), Materia prima en placas o barras labradas (31230000), Lubricantes, aceites, grasas y anticorrosivos (15120000)
COMPRA DE MATERIAL FERRETERO PARA ELABORACION DE ROTULO. PROYECTO BISMARCK MARTINEZ (OBRAS COMPLEMENTARIAS)"
COMPRA POR COTIZACION MAYOR,Ejecución,,13/04/2021,20/04/2021 10:00:00 AM,28/12/2021 05:52:13 PM,Estelí (Alcaldía Estelí) - Unidad de Adquisición ESTELI,"Servicios de construcción general (72130000), Maquinaria y equipo para manejo de materiales (24100000), Maquinaria y equipo pesado de construcción (22100000)
Contratación a Todo Costo, para Apertura y Mantenimiento de Calles en Lotificación Bismarck Martínez, Proyecto: Bismarck Martínez (Obras Complementarias)."
COMPRA POR COTIZACION MENOR,Ejecución,,01/02/2021,05/02/2021 10:00:00 AM,28/12/2021 04:10:10 PM,Estelí (Alcaldía Estelí) - Unidad de Adquisición ESTELI,"Transporte de personas, correo y carga (78100000), Maquinaria y equipo pesado de construcción (22100000)
Contratación para la explotación de banco y acarreo de material selecto para revestimiento de calles en Lotificación Bismarck Martínez, proyecto; Bismarck Martínez, Obras Complementarias."
CONTRATACION SIMPLIFICADA,Ejecución,,03/09/2021,09/09/2021 10:00:00 AM,20/09/2021 11:32:48 AM,Ocotal (Alcaldía Ocotal) - Unidad de Adquisición OCOTAL,"Estructuras y edificios permanentes (95120000), Servicios de construcción de edificaciones residenciales (72110000)
CONSTRUCCIÓN DE VIVIENDAS DE INTERES SOCIAL EN EL PROGRAMA BISMARCK MARTINEZ"
COMPRA POR COTIZACION MENOR,Ejecución,,24/03/2021,29/03/2021 08:00:00 AM,30/03/2021 05:44:10 PM,Ocotal (Alcaldía Ocotal) - Unidad de Adquisición OCOTAL,"Etiquetado y accesorios (55120000)
LOTIFICACION Y LIMPIEZA DE TERRENOS DEL PROGRAMA BISMARCK MARTINEZ (ELABORACIÓN DE RÓTULO DE UBICACIÓN)"
CONCURSO,Ejecución,,06/10/2022,14/10/2022 10:00:00 AM,04/01/2023 11:34:20 AM,Managua (Alcaldía Managua) - Unidad de Adquisición MANAGUA,"Servicios de construcción de edificaciones residenciales (72110000)
PROGRAMA BISMARCK MARTÍNEZ, VIVIENDA SOCIAL (COMPONENTE: DISEÑO DE URBANIZACIÓN VILLA ESPERANZA II ETAPA)"
CONCURSO,Ejecución,,30/08/2022,07/09/2022 02:00:00 PM,11/11/2022 02:58:12 PM,Managua (Alcaldía Managua) - Unidad de Adquisición MANAGUA,"Servicios de construcción general (72130000)
PROGRAMA BISMARCK MARTÍNEZ VIVIENDA SOCIAL (COMPONENTE: DISEÑO DE URBANIZACIÓN VILLA JERUSALÉN IV Y V ETAPA"
CONCURSO,Ejecución,,30/08/2022,07/09/2022 10:00:00 AM,17/11/2022 03:44:07 PM,Managua (Alcaldía Managua) - Unidad de Adquisición MANAGUA,"Servicios de construcción general (72130000)
PROGRAMA BISMARCK MARTÍNEZ VIVIENDA SOCIAL (COMPONENTE: REDISEÑO II ETAPA Y DISEÑO III ETAPA DE URBANIZACIÓN EN TERRENO CAMINO DEL RIO SECTOR SABANAGRANDE)"
